# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-p" "-a" "data/annotation/union_peaks.saf" "-F" "SAF" "-o" "results/featurecounts/SRX16311691_featureCounts.txt" "results/mapping/SRX16311691.bam" 
Geneid	Chr	Start	End	Strand	Length	results/mapping/SRX16311691.bam
peak_36634	chr7	122470474	122470905	.	432	218
peak_36635	chr7	122823464	122823740	.	277	169
peak_36636	chr7	122920007	122920473	.	467	546
peak_36637	chr7	122924319	122924571	.	253	184
peak_36638	chr7	122937616	122937838	.	223	85
peak_36639	chr7	122939215	122939458	.	244	179
peak_36640	chr7	122945273	122945508	.	236	188
peak_36641	chr7	122955672	122955889	.	218	129
peak_36642	chr7	122969512	122970573	.	1062	1538
peak_36643	chr7	123123752	123124430	.	679	648
peak_36644	chr7	123322394	123322825	.	432	389
peak_36645	chr7	123330468	123330919	.	452	452
peak_36646	chr7	123354462	123354705	.	244	107
peak_36647	chr7	123369578	123370494	.	917	1925
peak_36648	chr7	123370827	123371985	.	1159	813
peak_36649	chr7	123377745	123378273	.	529	1300
peak_36650	chr7	123397403	123397718	.	316	248
peak_36651	chr7	123429907	123430149	.	243	278
peak_36652	chr7	123465775	123465976	.	202	99
peak_36653	chr7	123487680	123488098	.	419	306
peak_36654	chr7	123500370	123500789	.	420	258
peak_36655	chr7	125444511	125445377	.	867	1215
peak_36656	chr7	125470018	125470230	.	213	115
peak_36657	chr7	125471976	125472773	.	798	418
peak_36658	chr7	125491324	125491833	.	510	937
peak_36659	chr7	125503471	125503711	.	241	120
peak_36660	chr7	125541947	125542170	.	224	130
peak_36661	chr7	125551139	125551404	.	266	206
peak_36662	chr7	125551881	125552636	.	756	811
peak_36663	chr7	125554406	125554928	.	523	347
peak_36664	chr7	125555356	125555990	.	635	1056
peak_36665	chr7	125561228	125561695	.	468	410
peak_36666	chr7	125581113	125581737	.	625	533
peak_36667	chr7	125582824	125583222	.	399	169
peak_36668	chr7	125583359	125583615	.	257	154
peak_36669	chr7	125588768	125589067	.	300	182
peak_36670	chr7	125593954	125594190	.	237	139
peak_36671	chr7	125596479	125596729	.	251	205
peak_36672	chr7	125597159	125597395	.	237	106
peak_36673	chr7	125599648	125600094	.	447	246
peak_36674	chr7	125600600	125600937	.	338	280
peak_36675	chr7	125601430	125602240	.	811	522
peak_36676	chr7	125603054	125603735	.	682	1073
peak_36677	chr7	125607837	125608444	.	608	794
peak_36678	chr7	125613565	125613974	.	410	340
peak_36679	chr7	125617862	125618461	.	600	417
peak_36680	chr7	125626613	125626991	.	379	173
peak_36681	chr7	125630244	125630704	.	461	581
peak_36682	chr7	125635417	125635898	.	482	155
peak_36683	chr7	125636032	125636387	.	356	156
peak_36684	chr7	125636893	125637150	.	258	135
peak_36685	chr7	125638764	125639187	.	424	432
peak_36686	chr7	125707258	125708174	.	917	1789
peak_36687	chr7	126097512	126097877	.	366	286
peak_36688	chr7	126098953	126099417	.	465	173
peak_36689	chr7	126116995	126117166	.	172	114
peak_36690	chr7	126134820	126135325	.	506	513
peak_36691	chr7	126199670	126200711	.	1042	1180
peak_36692	chr7	126210846	126211248	.	403	317
peak_36693	chr7	126230430	126230696	.	267	203
peak_36694	chr7	126235928	126236568	.	641	389
peak_36695	chr7	126260892	126261095	.	204	124
peak_36696	chr7	126272122	126272666	.	545	782
peak_36697	chr7	126285383	126285657	.	275	301
peak_36698	chr7	126287566	126287836	.	271	117
peak_36699	chr7	126377150	126378174	.	1025	1152
peak_36700	chr7	126396442	126397150	.	709	2525
peak_36701	chr7	126399627	126399829	.	203	106
peak_36702	chr7	126428643	126429458	.	816	758
peak_36703	chr7	126448421	126448804	.	384	153
peak_36704	chr7	126470152	126470425	.	274	150
peak_36705	chr7	126474931	126475664	.	734	814
peak_36706	chr7	126482420	126482960	.	541	757
peak_36707	chr7	126487020	126487722	.	703	1491
peak_36708	chr7	126501988	126502796	.	809	1359
peak_36709	chr7	126503123	126503869	.	747	1933
peak_36710	chr7	126519194	126519914	.	721	542
peak_36711	chr7	126566147	126566724	.	578	370
peak_36712	chr7	126583251	126583715	.	465	210
peak_36713	chr7	126584520	126585045	.	526	535
peak_36714	chr7	126594865	126595459	.	595	284
peak_36715	chr7	126625427	126626143	.	717	680
peak_36716	chr7	126637211	126637425	.	215	128
peak_36717	chr7	126643317	126643560	.	244	127
peak_36718	chr7	126649196	126649891	.	696	797
peak_36719	chr7	126655791	126656089	.	299	231
peak_36720	chr7	126667596	126667838	.	243	210
peak_36721	chr7	126676149	126676557	.	409	105
peak_36722	chr7	126693323	126693530	.	208	222
peak_36723	chr7	126695204	126696204	.	1001	1222
peak_36724	chr7	126701101	126701440	.	340	539
peak_36725	chr7	126702291	126702813	.	523	570
peak_36726	chr7	126703654	126704024	.	371	143
peak_36727	chr7	126704152	126705083	.	932	649
peak_36728	chr7	126707624	126708070	.	447	373
peak_36729	chr7	126721702	126721941	.	240	164
peak_36730	chr7	126725767	126726003	.	237	187
peak_36731	chr7	126739483	126740019	.	537	416
peak_36732	chr7	126746115	126747331	.	1217	1423
peak_36733	chr7	126754942	126755169	.	228	178
peak_36734	chr7	126759168	126759717	.	550	1097
peak_36735	chr7	126770682	126771246	.	565	515
peak_36736	chr7	126773453	126773652	.	200	110
peak_36737	chr7	126776687	126777070	.	384	901
peak_36738	chr7	126779988	126780424	.	437	430
peak_36739	chr7	126791842	126792718	.	877	1159
peak_36740	chr7	126798768	126800123	.	1356	2809
peak_36741	chr7	126802567	126802865	.	299	195
peak_36742	chr7	126809026	126809358	.	333	223
peak_36743	chr7	126821872	126822401	.	530	307
peak_36744	chr7	126832023	126832237	.	215	146
peak_36745	chr7	126861601	126862064	.	464	596
peak_36746	chr7	126862288	126862643	.	356	120
peak_36747	chr7	126877450	126877657	.	208	133
peak_36748	chr7	126884457	126885124	.	668	1371
peak_36749	chr7	126897159	126897849	.	691	478
peak_36750	chr7	126897977	126898473	.	497	634
peak_36751	chr7	126928483	126929063	.	581	541
peak_36752	chr7	126941157	126941441	.	285	187
peak_36753	chr7	126963999	126964192	.	194	121
peak_36754	chr7	126975503	126976436	.	934	1040
peak_36755	chr7	127008245	127008521	.	277	165
peak_36756	chr7	127008747	127009087	.	341	274
peak_36757	chr7	127014294	127014750	.	457	453
peak_36758	chr7	127016528	127017577	.	1050	1318
peak_36759	chr7	127022180	127022363	.	184	123
peak_36760	chr7	127025111	127025485	.	375	256
peak_36761	chr7	127026243	127027928	.	1686	2691
peak_36762	chr7	127042336	127042628	.	293	257
peak_36763	chr7	127076968	127077243	.	276	214
peak_36764	chr7	127080074	127080531	.	458	398
peak_36765	chr7	127091118	127091916	.	799	1061
peak_36766	chr7	127104567	127104861	.	295	233
peak_36767	chr7	127110694	127110948	.	255	313
peak_36768	chr7	127116171	127116849	.	679	310
peak_36769	chr7	127195593	127196370	.	778	891
peak_36770	chr7	127206684	127206943	.	260	204
peak_36771	chr7	127208313	127209701	.	1389	3748
peak_36772	chr7	127215351	127215561	.	211	171
peak_36773	chr7	127228992	127229197	.	206	122
peak_36774	chr7	127232810	127233502	.	693	722
peak_36775	chr7	127244157	127244802	.	646	889
peak_36776	chr7	127253842	127254655	.	814	1131
peak_36777	chr7	127256629	127256878	.	250	189
peak_36778	chr7	127260489	127261083	.	595	1786
peak_36779	chr7	127273818	127274373	.	556	428
peak_36780	chr7	127278404	127278600	.	197	146
peak_36781	chr7	127290231	127290552	.	322	238
peak_36782	chr7	127296105	127296443	.	339	255
peak_36783	chr7	127345189	127346455	.	1267	1166
peak_36784	chr7	127362466	127362641	.	176	111
peak_36785	chr7	127375605	127376274	.	670	753
peak_36786	chr7	127386680	127387374	.	695	605
peak_36787	chr7	127392285	127392477	.	193	114
peak_36788	chr7	127393299	127393927	.	629	1025
peak_36789	chr7	127406323	127406999	.	677	672
peak_36790	chr7	127421684	127422231	.	548	805
peak_36791	chr7	127448515	127449361	.	847	793
peak_36792	chr7	127470816	127472032	.	1217	1488
peak_36793	chr7	127477624	127479261	.	1638	5473
peak_36794	chr7	127480437	127480681	.	245	370
peak_36795	chr7	127511821	127513112	.	1292	2161
peak_36796	chr7	127572897	127573701	.	805	1464
peak_36797	chr7	127587902	127589020	.	1119	2080
peak_36798	chr7	127614869	127615409	.	541	286
peak_36799	chr7	127629989	127630203	.	215	134
peak_36800	chr7	127637008	127637266	.	259	162
peak_36801	chr7	127708021	127709121	.	1101	1651
peak_36802	chr7	127713114	127713413	.	300	247
peak_36803	chr7	127716977	127717319	.	343	216
peak_36804	chr7	127744265	127744651	.	387	216
peak_36805	chr7	127745170	127746654	.	1485	2888
peak_36806	chr7	127750573	127750851	.	279	255
peak_36807	chr7	127759689	127760084	.	396	235
peak_36808	chr7	127761130	127761366	.	237	230
peak_36809	chr7	127768785	127769440	.	656	1220
peak_36810	chr7	127769553	127770269	.	717	656
peak_36811	chr7	127774098	127774287	.	190	101
peak_36812	chr7	127776446	127776703	.	258	163
peak_36813	chr7	127776831	127777861	.	1031	991
peak_36814	chr7	127800399	127800729	.	331	483
peak_36815	chr7	127840911	127842007	.	1097	1264
peak_36816	chr7	127842276	127842668	.	393	292
peak_36817	chr7	127850125	127850409	.	285	135
peak_36818	chr7	127875430	127877216	.	1787	1941
peak_36819	chr7	127895387	127895898	.	512	904
peak_36820	chr7	127903948	127904373	.	426	266
peak_36821	chr7	127912175	127912800	.	626	519
peak_36822	chr7	127921587	127921829	.	243	140
peak_36823	chr7	127922246	127923019	.	774	650
peak_36824	chr7	127935223	127935906	.	684	1615
peak_36825	chr7	127948124	127948379	.	256	163
peak_36826	chr7	127966826	127968403	.	1578	1785
peak_36827	chr7	127991905	127992089	.	185	98
peak_36828	chr7	127993474	127993992	.	519	327
peak_36829	chr7	128012120	128012373	.	254	104
peak_36830	chr7	128013155	128013421	.	267	127
peak_36831	chr7	128048685	128049248	.	564	958
peak_36832	chr7	128053140	128053383	.	244	133
peak_36833	chr7	128057127	128057322	.	196	157
peak_36834	chr7	128058593	128059018	.	426	224
peak_36835	chr7	128059174	128059398	.	225	190
peak_36836	chr7	128062535	128062801	.	267	227
peak_36837	chr7	128063296	128063692	.	397	177
peak_36838	chr7	128065630	128065903	.	274	347
peak_36839	chr7	128067866	128068196	.	331	244
peak_36840	chr7	128089052	128089730	.	679	586
peak_36841	chr7	128128853	128129670	.	818	619
peak_36842	chr7	128133478	128134000	.	523	495
peak_36843	chr7	128180115	128180504	.	390	321
peak_36844	chr7	128186689	128187025	.	337	12
peak_36845	chr7	128187593	128188005	.	413	26
peak_36846	chr7	128188168	128188521	.	354	18
peak_36847	chr7	128208282	128208473	.	192	127
peak_36848	chr7	128209762	128209998	.	237	152
peak_36849	chr7	128220833	128221554	.	722	663
peak_36850	chr7	128237155	128238769	.	1615	2859
peak_36851	chr7	128239958	128240308	.	351	164
peak_36852	chr7	128247534	128247856	.	323	267
peak_36853	chr7	128321183	128321473	.	291	162
peak_36854	chr7	128332796	128333281	.	486	774
peak_36855	chr7	128344608	128345210	.	603	325
peak_36856	chr7	128359063	128359656	.	594	308
peak_36857	chr7	128360413	128360813	.	401	292
peak_36858	chr7	128378879	128379202	.	324	347
peak_36859	chr7	128379314	128379937	.	624	399
peak_36860	chr7	128381014	128381438	.	425	682
peak_36861	chr7	128382423	128382775	.	353	161
peak_36862	chr7	128383392	128383628	.	237	107
peak_36863	chr7	128391279	128391716	.	438	216
peak_36864	chr7	128391950	128393254	.	1305	2285
peak_36865	chr7	128399575	128399783	.	209	150
peak_36866	chr7	128410618	128411338	.	721	514
peak_36867	chr7	128412007	128412642	.	636	448
peak_36868	chr7	128417627	128418722	.	1096	656
peak_36869	chr7	128461135	128462211	.	1077	3033
peak_36870	chr7	128523348	128523910	.	563	1105
peak_36871	chr7	128524041	128524514	.	474	375
peak_36872	chr7	128553459	128553650	.	192	123
peak_36873	chr7	128600518	128600850	.	333	192
peak_36874	chr7	128610753	128611780	.	1028	2847
peak_36875	chr7	128622529	128622970	.	442	247
peak_36876	chr7	128633170	128633497	.	328	261
peak_36877	chr7	128690288	128690480	.	193	84
peak_36878	chr7	128724807	128725120	.	314	370
peak_36879	chr7	128738096	128738302	.	207	118
peak_36880	chr7	128739632	128739866	.	235	209
peak_36881	chr7	128740260	128740697	.	438	731
peak_36882	chr7	128744572	128745550	.	979	936
peak_36883	chr7	129401347	129401631	.	285	172
peak_36884	chr7	129501476	129501712	.	237	147
peak_36885	chr7	129528093	129528700	.	608	507
peak_36886	chr7	129530489	129530732	.	244	118
peak_36887	chr7	129574512	129574868	.	357	214
peak_36888	chr7	129591780	129592187	.	408	172
peak_36889	chr7	129759954	129760154	.	201	84
peak_36890	chr7	130519275	130520163	.	889	1363
peak_36891	chr7	130533342	130533787	.	446	674
peak_36892	chr7	130546816	130547567	.	752	754
peak_36893	chr7	130645888	130647091	.	1204	561
peak_36894	chr7	130770775	130771094	.	320	149
peak_36895	chr7	130812417	130812799	.	383	286
peak_36896	chr7	130834387	130834694	.	308	995
peak_36897	chr7	130847243	130847473	.	231	160
peak_36898	chr7	130865487	130866501	.	1015	2184
peak_36899	chr7	130867315	130867617	.	303	178
peak_36900	chr7	130892972	130893647	.	676	644
peak_36901	chr7	130902784	130903216	.	433	182
peak_36902	chr7	130903594	130904123	.	530	615
peak_36903	chr7	131362413	131363148	.	736	467
peak_36904	chr7	131370967	131371551	.	585	645
peak_36905	chr7	131391838	131392080	.	243	97
peak_36906	chr7	131410233	131410886	.	654	1410
peak_36907	chr7	131540070	131540231	.	162	120
peak_36908	chr7	131559990	131560713	.	724	1304
peak_36909	chr7	132242730	132243354	.	625	451
peak_36910	chr7	132302102	132302811	.	710	562
peak_36911	chr7	132304059	132304337	.	279	244
peak_36912	chr7	132304458	132304663	.	206	152
peak_36913	chr7	132304771	132304979	.	209	99
peak_36914	chr7	132315489	132316023	.	535	192
peak_36915	chr7	132316171	132316882	.	712	910
peak_36916	chr7	132317048	132317582	.	535	550
peak_36917	chr7	132323469	132323765	.	297	285
peak_36918	chr7	132365809	132366039	.	231	138
peak_36919	chr7	132475183	132475390	.	208	76
peak_36920	chr7	132551429	132552089	.	661	563
peak_36921	chr7	132564879	132565120	.	242	122
peak_36922	chr7	132568852	132569111	.	260	149
peak_36923	chr7	132575611	132576744	.	1134	2208
peak_36924	chr7	132610417	132611009	.	593	584
peak_36925	chr7	132653073	132653401	.	329	437
peak_36926	chr7	132656110	132657008	.	899	829
peak_36927	chr7	132657691	132658298	.	608	398
peak_36928	chr7	132659565	132660038	.	474	260
peak_36929	chr7	132672543	132672886	.	344	152
peak_36930	chr7	132686540	132686933	.	394	241
peak_36931	chr7	132691196	132691402	.	207	110
peak_36932	chr7	132699702	132699915	.	214	117
peak_36933	chr7	132712038	132712592	.	555	173
peak_36934	chr7	132713448	132713783	.	336	306
peak_36935	chr7	132714228	132714503	.	276	190
peak_36936	chr7	132735096	132735541	.	446	548
peak_36937	chr7	132776410	132776824	.	415	262
peak_36938	chr7	132786040	132786311	.	272	134
peak_36939	chr7	132803904	132804314	.	411	545
peak_36940	chr7	132810995	132811245	.	251	281
peak_36941	chr7	132812912	132814329	.	1418	1006
peak_36942	chr7	132852191	132852814	.	624	509
peak_36943	chr7	132859038	132860022	.	985	830
peak_36944	chr7	132930911	132931799	.	889	1774
peak_36945	chr7	133003536	133003760	.	225	153
peak_36946	chr7	133032625	133032855	.	231	158
peak_36947	chr7	133047342	133047841	.	500	547
peak_36948	chr7	133048125	133048421	.	297	428
peak_36949	chr7	133052608	133053235	.	628	1022
peak_36950	chr7	133114960	133115144	.	185	112
peak_36951	chr7	133121691	133122328	.	638	287
peak_36952	chr7	133123135	133123584	.	450	164
peak_36953	chr7	133123801	133124768	.	968	1172
peak_36954	chr7	133186394	133186609	.	216	141
peak_36955	chr7	133457504	133457721	.	218	129
peak_36956	chr7	133635603	133635860	.	258	305
peak_36957	chr7	133636788	133636995	.	208	197
peak_36958	chr7	133637264	133638191	.	928	1474
peak_36959	chr7	133708716	133709468	.	753	736
peak_36960	chr7	133744374	133745063	.	690	648
peak_36961	chr7	133776357	133777016	.	660	535
peak_36962	chr7	133783154	133783371	.	218	148
peak_36963	chr7	134519403	134520022	.	620	441
peak_36964	chr7	134550460	134550692	.	233	130
peak_36965	chr7	134555971	134556559	.	589	510
peak_36966	chr7	134587045	134587303	.	259	157
peak_36967	chr7	134669562	134669968	.	407	171
peak_36968	chr7	134670504	134670993	.	490	325
peak_36969	chr7	134693199	134693583	.	385	229
peak_36970	chr7	134697415	134697865	.	451	356
peak_36971	chr7	135020838	135021089	.	252	138
peak_36972	chr7	135537343	135537879	.	537	347
peak_36973	chr7	135598538	135598759	.	222	89
peak_36974	chr7	135637664	135637904	.	241	114
peak_36975	chr7	135641904	135642146	.	243	174
peak_36976	chr7	135649947	135650498	.	552	535
peak_36977	chr7	135651657	135652547	.	891	638
peak_36978	chr7	135652794	135653140	.	347	152
peak_36979	chr7	135654894	135655796	.	903	1278
peak_36980	chr7	135658263	135658532	.	270	162
peak_36981	chr7	135667215	135667660	.	446	491
peak_36982	chr7	135668871	135669084	.	214	142
peak_36983	chr7	135669412	135669657	.	246	185
peak_36984	chr7	135715638	135716013	.	376	222
peak_36985	chr7	135716363	135716814	.	452	875
peak_36986	chr7	135735669	135736696	.	1028	1021
peak_36987	chr7	135758859	135759100	.	242	149
peak_36988	chr7	135768674	135768875	.	202	162
peak_36989	chr7	135914065	135914533	.	469	181
peak_36990	chr7	136308838	136309084	.	247	142
peak_36991	chr7	136489054	136489321	.	268	195
peak_36992	chr7	136496273	136496523	.	251	134
peak_36993	chr7	136894294	136894891	.	598	1176
peak_36994	chr7	137246601	137246911	.	311	182
peak_36995	chr7	137253926	137254152	.	227	151
peak_36996	chr7	137267506	137267834	.	329	163
peak_36997	chr7	137268331	137268874	.	544	490
peak_36998	chr7	137309764	137310086	.	323	252
peak_36999	chr7	137314207	137314808	.	602	526
peak_37000	chr7	137318965	137319170	.	206	137
peak_37001	chr7	137321548	137321789	.	242	244
peak_37002	chr7	137410168	137411761	.	1594	2579
peak_37003	chr7	137437401	137438029	.	629	1173
peak_37004	chr7	137478269	137478750	.	482	666
peak_37005	chr7	137488343	137488690	.	348	161
peak_37006	chr7	137593630	137594108	.	479	172
peak_37007	chr7	137609778	137610234	.	457	428
peak_37008	chr7	138593458	138593622	.	165	16
peak_37009	chr7	138840833	138841064	.	232	139
peak_37010	chr7	138845631	138845809	.	179	119
peak_37011	chr7	138845923	138846658	.	736	1058
peak_37012	chr7	138885470	138885954	.	485	365
peak_37013	chr7	138909129	138910066	.	938	1331
peak_37014	chr7	138919092	138919946	.	855	773
peak_37015	chr7	139020924	139021253	.	330	189
peak_37016	chr7	139131605	139131857	.	253	211
peak_37017	chr7	139212848	139213630	.	783	1908
peak_37018	chr7	139219125	139219411	.	287	178
peak_37019	chr7	139224797	139225063	.	267	248
peak_37020	chr7	139233734	139233994	.	261	510
peak_37021	chr7	139234916	139235229	.	314	250
peak_37022	chr7	139247372	139248867	.	1496	1480
peak_37023	chr7	139273394	139273696	.	303	184
peak_37024	chr7	139295673	139296041	.	369	313
peak_37025	chr7	139296684	139296884	.	201	114
peak_37026	chr7	139303378	139303597	.	220	161
peak_37027	chr7	139377434	139377744	.	311	300
peak_37028	chr7	139388271	139389535	.	1265	4158
peak_37029	chr7	139402615	139403099	.	485	420
peak_37030	chr7	139412417	139412787	.	371	384
peak_37031	chr7	139683728	139684033	.	306	557
peak_37032	chr7	139684483	139684904	.	422	389
peak_37033	chr7	139905803	139906026	.	224	129
peak_37034	chr7	139949864	139950087	.	224	245
peak_37035	chr7	139950177	139950925	.	749	260
peak_37036	chr7	139957319	139957768	.	450	252
peak_37037	chr7	139971417	139971892	.	476	748
peak_37038	chr7	139974098	139974792	.	695	701
peak_37039	chr7	139978627	139978888	.	262	235
peak_37040	chr7	139979031	139979734	.	704	733
peak_37041	chr7	139984492	139984963	.	472	369
